image,Adidas,Amazon,Apple,Audi,BMW,Coca-Cola,DHL,Google,IKEA,InPost,KFC,McDonalds,Mercedes,NewYorker,Nike,Pepsi,UFC,Zara
input_image,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
